Gender,age range,geographical zone,Academic Status, Education Level/Certificates (You can choose more than one),social Media Platforms , emerging technologies ,How do you access your social media platforms? (You can choose more than one),How long have you been using social networking sites?,How often do you visit your Social Network accounts?,"On average, how much time do you spend daily on a social networking site?",How many of your classmates are your contacts/friends on your social networking sites?,Why do you use social networks? (You can choose more than one),Incorporating social media platforms and emerging technologies highlighted earlier will enhance my productivity as a Student,Social media platforms and emerging technologies highlighted earlier could help facilitate learning and engage students at educational institutions?,Incorporating social media and emerging technologies as a teaching tool will increase my comprehension and assimilation as a student,Educational Learning via the social media platforms will be easy for me,Educational Learning via emerging technologies highlighted earlier will be easy for me, It will be beneficial for me to become skilful at using social media platforms and emerging technologies for learning, My colleagues think I should use social media and emerging technologies for learning,My family and friends will appreciate my use of social media and emerging technologies for learning,My privacy will be infringed if social media platforms and emerging technologies are proposed for teaching and learning,Internet availability and signal strength will be a problem in using the social media and emerging technologies for learning  ,Internet data bundles affordability will be a problem in using the social media and emerging technologies for learning  ,Power availability will be a problem in using the social media and emerging technologies for learning  ,I have the technical skills to use social media platforms and emerging technologies for learning,I will be willing to use social media platforms and emerging technologies for learning., I will be willing to devote the required time and energy for my learning activities via social media platforms and emerging technologies for learning.,"If you are not willing to use nor devote time to social media and emerging technologies for learning, State Why.",Are you presently involved in e-learning using any social media platform or emerging technologies earlier highlighted?,Which elearning courses or platforms are you currently engaged in.
Male,26 - 35,South West (SW),Student - Part time or Distance Learning,SSCE;NCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest,"Zoom;Learning Management System (Moodle, Talent, Docebo etc.);Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Desktop;Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,,Yes,
Male,15 - 25,South East (SE),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,Google Classroom;telegram,Laptop;Smatphone;Tablet or Ipad,above 5 years,Weekly,Less than 1 hour,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,,Yes,telegram
Male,15 - 25,South South (SS),Student - Full time,Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Tiktok,Google Classroom,Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,Always online,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Yes,
Male,26 - 35,North West (NW),Student - Part time or Distance Learning,OND,Facebook;WhatsApp;Telegram,Facebook Live,Smatphone,1-2 years,Daily,Less than 1 hour,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Yes,Odl lautech
Male,15 - 25,South West (SW),Student - Full time,Undegraduate (presently in University),Twitter;Instagram;WhatsApp;Telegram;YouTube;Pinterest;Snapchat;Tiktok,"Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Smatphone;Tablet or Ipad,3-5 years,Occassionally,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;To while away time,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,Yes,"Telegram, W3schools, Udemy"
Male,15 - 25,North West (NW),Student - Full time,Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn,Zoom;Facebook Live,Smatphone,above 5 years,Daily,Always online,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,There's no specific reason why I shouldn't.,Yes,Edx and Coursera
Male,26 - 35,South West (SW),Student - Part time or Distance Learning,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram,"Learning Management System (Moodle, Talent, Docebo etc.)",Laptop;Smatphone,above 5 years,Daily,Always online,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,,Yes,
Male,15 - 25,North West (NW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;Tiktok,"Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,3-5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral,,Yes,Telegram
Male,26 - 35,South West (SW),Student - Part time or Distance Learning,"SSCE;OND;HND;First Degree (BSc, B.Tech, B.Edu, ...)",Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube,Web-based Elearning Platforms,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,,Yes,LODL & Udemy
Male,15 - 25,South West (SW),Student - Full time,Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Windows Live;Google Plus,Telegram,Laptop;Smatphone,1-11 months,Daily,7 - 12 hours per day,20 - 50,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,Yes,
Male,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest,"Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Laptop;Desktop;Smatphone,above 5 years,Occassionally,Less than 1 hour,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Yes,Telegram
Male,15 - 25,South South (SS),Student - Full time,SSCE,Facebook;Instagram;WhatsApp;Telegram,Google Classroom,Smatphone,above 5 years,Daily,Always online,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,Yes,Telegram and google classroom
Male,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram;Google Plus,Google Classroom,Laptop;Smatphone,above 5 years,Weekly,Less than 1 hour,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,,Yes,
Female,15 - 25,South South (SS),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;Telegram,Zoom;Google Classroom,Laptop,3-5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To make new friends;For academic purposes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,,Yes,Telegram
Male,15 - 25,South South (SS),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Tiktok,Facebook Live;Google Classroom,Smatphone;Tablet or Ipad,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To play games;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,,Yes,
Male,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),"Facebook;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Windows Live;Pinterest, Twitch, Discord","Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Weekly,Less than 1 hour,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;For academic purposes;To while away time,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"I would personally for my training in my very practical field, but if its strictly school we are talking about, I mean lets face facts, In Nigeria, Internet and power supply is very terrible to even support these technologies, people abroad might be using active live streams for classes but v=back here, were talking about subcribing for about 30k (for a standard monthly subscription and not cheats)or more to be able to efficiently use the internet for live streams and other technologies",Yes,Udemy
Male,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;Telegram;YouTube;Pinterest;Snapchat;Discord,"Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Weekly,Less than 1 hour,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"This is my second form filled, I forgot to add, In my school we use telegram because of the internet subscriptions i spoke about earlier, and I have to say it is greatly inefficient !!!",Yes,Udemy
Male,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Instagram;WhatsApp;Telegram,Google Classroom;Telegram ,Laptop;Smatphone,3-5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;For academic purposes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,,Yes,
Male,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Twitter;Instagram;WhatsApp;Telegram;Snapchat,haven’t used any academical purpose,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To share videos/ pictures/ music;To share your experience,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,,No,
Male,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Instagram;WhatsApp;YouTube;Pinterest,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Laptop;Smatphone,above 5 years,Daily,7 - 12 hours per day,20 - 50,To find information;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,,No,
Male,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Google Plus,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Gamification via Games-based learning (GBL);Web-based Elearning Platforms",Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To share videos/ pictures/ music;For academic purposes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Yes,Cybersecurity
Male,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Facebook;Twitter;Instagram;WhatsApp;LinkedIn;Snapchat,Web-based Elearning Platforms,Laptop;Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To play games;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,No,
Male,15 - 25,South South (SS),Student - Full time,SSCE,Facebook;Instagram;WhatsApp;Telegram;Snapchat,Zoom,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To make new friends;To get latest information/gist;To share your experience,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,,No,
Male,15 - 25,North Central (NC),Student - Full time,SSCE;Undegraduate (presently in University),Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Snapchat,Web-based Elearning Platforms,Smatphone,above 5 years,Daily,Less than 1 hour,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,,Yes,Digital marketing online course on google digital skills for Africa
Female,15 - 25,South West (SW),Student - Full time,SSCE;Undegraduate (presently in University),Twitter;WhatsApp;LinkedIn;YouTube;Google Plus,"Zoom;Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Microsoft's Team;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Augmented (Virtual ) Reality & Simulations;Web-based Elearning Platforms",Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,Yes,Udemy 
